Date,Open,High,Low,Close,Volume,Adj Close
2010-10-11,1165.319946,1184.380005,1155.709961,1176.189941,4449160000,1176.189941
2010-10-04,1144.959961,1167.72998,1131.869995,1165.150024,3905616000,1165.150024
2010-09-27,1148.640015,1157.160034,1132.089966,1146.23999,4037410000,1146.23999
2010-09-20,1126.569946,1148.900024,1122.790039,1148.670044,3884522000,1148.670044
2010-09-13,1113.380005,1131.469971,1113.380005,1125.589966,3972432000,1125.589966
2010-09-07,1102.599976,1110.880005,1091.150024,1109.550049,3195237500,1109.550049
2010-08-30,1062.900024,1105.099976,1040.880005,1104.51001,3718470000,1104.51001
2010-08-23,1073.359985,1081.579956,1039.699951,1064.589966,3951328000,1064.589966
2010-08-16,1077.48999,1100.140015,1063.910034,1071.689941,3777406000,1071.689941
2010-08-09,1122.800049,1129.23999,1076.689941,1079.25,4064104000,1079.25
2010-08-02,1107.530029,1128.75,1107.170044,1121.640015,3963460000,1121.640015
2010-07-26,1102.890015,1120.949951,1088.01001,1101.599976,4271320000,1101.599976
2010-07-19,1066.849976,1103.72998,1056.880005,1102.660034,4580286000,1102.660034
2010-07-12,1077.22998,1099.459961,1063.319946,1064.880005,4487664000,1064.880005
2010-07-06,1028.089966,1078.160034,1018.349976,1077.959961,4419372500,1077.959961
2010-06-28,1077.50,1082.599976,1010.909973,1022.580017,5100892000,1022.580017
2010-06-21,1122.790039,1131.22998,1067.890015,1076.76001,4699712000,1076.76001
2010-06-14,1095.00,1121.01001,1089.030029,1117.51001,4637208000,1117.51001
2010-06-07,1065.839966,1092.25,1042.170044,1091.599976,5369514000,1091.599976
2010-06-01,1087.300049,1105.670044,1060.50,1064.880005,5368597500,1064.880005
2010-05-24,1084.780029,1103.52002,1040.780029,1089.410034,5528868000,1089.410034
2010-05-17,1136.52002,1148.660034,1055.900024,1087.689941,6528051900,1087.689941
2010-05-10,1122.27002,1173.569946,1122.27002,1135.680054,5791750000,1135.680054
2010-05-03,1188.579956,1205.130005,1065.790039,1110.880005,7683886000,1110.880005
2010-04-26,1217.069946,1219.800049,1181.619995,1186.689941,6310456000,1186.689941
2010-04-19,1192.060059,1217.280029,1183.680054,1217.280029,5800096000,1217.280029
2010-04-12,1194.939941,1213.920044,1186.77002,1192.130005,5974902000,1192.130005
2010-04-05,1178.709961,1194.660034,1175.119995,1194.369995,4461554000,1194.369995
2010-03-29,1167.709961,1181.430054,1165.77002,1178.099976,4237947500,1178.099976
2010-03-22,1157.25,1180.689941,1152.880005,1166.589966,4751278000,1166.589966
2010-03-15,1148.530029,1169.839966,1141.449951,1159.900024,4588800000,1159.900024
2010-03-08,1138.400024,1153.410034,1134.900024,1149.98999,4805318000,1149.98999
2010-03-01,1105.359985,1139.380005,1105.359985,1138.699951,4002330000,1138.699951
2010-02-22,1110.00,1112.290039,1086.02002,1104.48999,4194034000,1104.48999
2010-02-16,1079.130005,1112.420044,1079.130005,1109.170044,4040725000,1109.170044
2010-02-08,1065.51001,1080.040039,1056.51001,1075.51001,4403416000,1075.51001
2010-02-01,1073.890015,1104.72998,1044.50,1066.189941,5082238000,1066.189941
2010-01-25,1092.400024,1103.689941,1071.589966,1073.869995,5079534000,1073.869995
2010-01-19,1136.030029,1150.449951,1090.180054,1091.76001,5654582400,1091.76001
2010-01-11,1145.959961,1150.410034,1131.390015,1136.030029,4363246000,1136.030029
2010-01-04,1116.560059,1145.390015,1116.560059,1144.97998,4223070000,1144.97998
2009-12-28,1127.530029,1130.380005,1114.810059,1115.099976,2390427500,1115.099976
2009-12-21,1105.310059,1126.47998,1105.310059,1126.47998,3013262500,1126.47998
2009-12-14,1107.839966,1116.209961,1093.880005,1102.469971,5672874000,1102.469971
2009-12-07,1105.52002,1110.719971,1085.890015,1106.410034,4150876000,1106.410034
2009-11-30,1091.069946,1119.130005,1086.25,1105.97998,4535468000,1105.97998
2009-11-23,1094.859985,1112.380005,1083.73999,1091.48999,3232000000,1091.48999
2009-11-16,1094.130005,1113.689941,1086.810059,1091.380005,4122504000,1091.380005
2009-11-09,1072.310059,1105.369995,1072.310059,1093.47998,4218872000,1093.47998
2009-11-02,1036.180054,1071.47998,1029.380005,1069.300049,5290226000,1069.300049
2009-10-26,1080.359985,1091.75,1033.380005,1036.189941,6081714000,1036.189941
2009-10-19,1088.219971,1101.359985,1074.310059,1079.599976,5118466000,1079.599976
2009-10-12,1071.630005,1096.560059,1066.709961,1087.680054,4740370000,1087.680054
2009-10-05,1026.869995,1071.51001,1025.920044,1071.48999,4466710000,1071.48999
2009-09-28,1045.380005,1069.619995,1019.950012,1025.209961,5210080000,1025.209961
2009-09-21,1067.140015,1080.150024,1041.170044,1044.380005,5081302000,1044.380005
2009-09-14,1040.150024,1074.77002,1035.00,1068.300049,6046967900,1068.300049
2009-09-08,1018.669983,1048.180054,1018.669983,1042.72998,5137922500,1042.72998
2009-08-31,1025.209961,1028.449951,991.969971,1016.400024,5286260000,1016.400024
2009-08-24,1026.589966,1039.469971,1016.200012,1028.930054,5744582000,1028.930054
2009-08-17,998.179993,1027.589966,978.51001,1026.130005,4664650000,1026.130005
2009-08-10,1008.890015,1013.140015,992.400024,1004.090027,5373764000,1004.090027
2009-08-03,990.219971,1018.00,990.219971,1010.47998,6427945900,1010.47998
2009-07-27,978.630005,996.679993,968.650024,987.47998,5294932000,987.47998
2009-07-20,942.070007,979.789978,940.98999,979.26001,5003300000,979.26001
2009-07-13,879.570007,943.960022,875.320007,940.380005,4785464000,940.380005
2009-07-06,894.27002,898.719971,869.320007,879.130005,4673382000,879.130005
2009-06-29,919.859985,931.919983,896.419983,896.419983,4172432500,896.419983
2009-06-22,918.130005,922.00,888.859985,918.900024,5119916000,918.900024
2009-06-15,942.450012,942.450012,903.780029,921.22998,5114026000,921.22998
2009-06-08,938.119995,956.22998,926.440002,946.210022,4866352000,946.210022
2009-06-01,923.26001,951.690002,923.26001,940.090027,5662470000,940.090027
2009-05-26,887.00,920.02002,881.460022,919.140015,5788812500,919.140015
2009-05-18,886.070007,924.599976,879.609985,887.00,6339728000,887.00
2009-05-11,922.98999,922.98999,878.940002,882.880005,6337752000,882.880005
2009-05-04,879.210022,930.169983,879.210022,929.22998,7952024000,929.22998
2009-04-27,862.820007,888.700012,847.119995,877.52002,6043558000,877.52002
2009-04-20,868.27002,871.799988,826.830017,866.22998,7083169900,866.22998
2009-04-13,855.330017,875.630005,835.580017,869.599976,6839301900,869.599976
2009-04-06,839.75,856.909973,814.530029,856.559998,6226187600,856.559998
2009-03-30,809.070007,845.609985,779.809998,842.50,6286869900,842.50
2009-03-23,772.309998,832.97998,772.309998,815.940002,6952819900,815.940002
2009-03-16,758.840027,803.23999,749.929993,768.539978,7963276000,768.539978
2009-03-09,680.76001,758.289978,672.880005,756.549988,7459435800,756.549988
2009-03-02,729.570007,729.570007,666.789978,683.380005,7592844000,683.380005
2009-02-23,773.25,780.119995,734.52002,735.090027,7550775800,735.090027
2009-02-17,818.609985,818.609985,754.25,770.049988,6401515100,770.049988
2009-02-09,868.23999,875.01001,808.059998,826.840027,6008821900,826.840027
2009-02-02,823.090027,870.75,812.869995,868.599976,6217632000,868.599976
2009-01-26,832.50,877.859985,821.669983,825.880005,5602004000,825.880005
2009-01-20,849.640015,849.640015,804.299988,831.950012,6129762500,831.950012
2009-01-12,890.400024,890.400024,817.039978,850.119995,6058756000,850.119995
2009-01-05,929.169983,943.849976,888.309998,890.349976,5043904000,890.349976
2008-12-29,872.369995,934.72998,857.070007,931.799988,3793110000,931.799988
2008-12-22,887.200012,887.369995,857.090027,872.799988,3087105000,872.799988
2008-12-15,881.070007,918.849976,857.719971,887.880005,5855972000,887.880005
2008-12-08,882.710022,918.570007,851.349976,879.72998,5932454000,879.72998
2008-12-01,888.609985,888.609985,815.690002,876.070007,6093950000,876.070007
2008-11-24,801.200012,896.25,801.200012,896.23999,5841565000,896.23999
2008-11-17,873.22998,882.289978,741.02002,800.030029,7349040000,800.030029
2008-11-10,936.75,951.950012,818.690002,873.289978,5812934000,873.289978
2008-11-03,968.669983,1007.51001,899.72998,930.98999,5296816000,930.98999
2008-10-27,874.280029,984.380005,845.27002,968.75,6460596000,968.75
2008-10-20,943.51001,985.440002,852.849976,876.77002,6037080000,876.77002
2008-10-13,912.75,1044.310059,865.830017,940.549988,7306794000,940.549988
2008-10-06,1097.560059,1097.560059,839.799988,899.219971,8403357900,899.219971
2008-09-29,1209.069946,1209.069946,1098.140015,1099.22998,6205326000,1099.22998
2008-09-22,1255.369995,1255.369995,1179.790039,1213.27002,5327094000,1213.27002
2008-09-15,1250.920044,1265.119995,1133.50,1255.079956,9328214000,1255.079956
2008-09-08,1249.50,1274.420044,1211.540039,1251.699951,6883584000,1251.699951
2008-09-02,1287.829956,1303.040039,1217.22998,1242.310059,5017530000,1242.310059
2008-08-25,1290.469971,1300.680054,1263.209961,1282.829956,3530036000,1282.829956
2008-08-18,1298.140015,1300.219971,1261.160034,1292.199951,4063548000,1292.199951
2008-08-11,1294.420044,1313.150024,1274.859985,1298.199951,4534404000,1298.199951
2008-08-04,1253.27002,1297.849976,1247.449951,1296.319946,4188240000,1296.319946
2008-07-28,1257.76001,1284.930054,1234.369995,1260.310059,5071890000,1260.310059
2008-07-21,1261.819946,1291.170044,1248.829956,1257.76001,5663448000,1257.76001
2008-07-14,1241.609985,1262.310059,1200.439941,1260.680054,6511124000,1260.680054
2008-07-07,1262.900024,1277.359985,1225.349976,1239.48999,5812632000,1239.48999
2008-06-30,1278.060059,1292.170044,1252.01001,1262.900024,4850575000,1262.900024
2008-06-23,1319.77002,1335.630005,1272.00,1278.380005,5031320000,1278.380005
2008-06-16,1358.849976,1366.589966,1314.459961,1317.930054,4443808000,1317.930054
2008-06-09,1360.829956,1370.630005,1331.290039,1360.030029,4526856000,1360.030029
2008-06-02,1399.619995,1404.050049,1359.900024,1360.680054,4314358000,1360.680054
2008-05-27,1375.969971,1406.319946,1373.069946,1400.380005,3814042500,1400.380005
2008-05-19,1425.280029,1440.23999,1373.719971,1375.930054,3905724000,1375.930054
2008-05-12,1389.400024,1425.819946,1386.199951,1425.349976,3809532000,1425.349976
2008-05-05,1415.339966,1421.569946,1384.109985,1388.280029,3751244000,1388.280029
2008-04-28,1397.959961,1422.719971,1383.069946,1413.900024,4066604000,1413.900024
2008-04-21,1387.719971,1399.109985,1369.839966,1397.839966,3939778000,1397.839966
2008-04-14,1332.199951,1395.900024,1324.349976,1390.329956,3868576000,1390.329956
2008-04-07,1373.689941,1386.73999,1331.209961,1332.829956,3663378000,1332.829956
2008-03-31,1315.920044,1380.910034,1312.810059,1370.400024,4175550000,1370.400024
2008-03-24,1330.290039,1359.680054,1312.949951,1315.219971,4084940000,1315.219971
2008-03-17,1283.209961,1341.51001,1256.97998,1329.51001,5630602500,1329.51001
2008-03-10,1293.160034,1333.26001,1272.660034,1288.140015,4802348000,1288.140015
2008-03-03,1330.449951,1344.189941,1282.430054,1293.369995,4408266000,1293.369995
2008-02-25,1352.75,1388.339966,1325.420044,1330.630005,4046484000,1330.630005
2008-02-19,1355.859985,1367.939941,1327.040039,1353.109985,3688347500,1353.109985
2008-02-11,1331.920044,1369.22998,1320.319946,1349.98999,3744452000,1349.98999
2008-02-04,1395.380005,1395.380005,1316.75,1331.290039,4035458000,1331.290039
2008-01-28,1330.699951,1396.02002,1322.26001,1395.420044,4539542000,1395.420044
2008-01-22,1312.939941,1368.560059,1270.050049,1330.609985,5100980000,1330.609985
2008-01-14,1402.910034,1417.890015,1312.51001,1325.189941,5006464000,1325.189941
2008-01-07,1414.069946,1430.280029,1378.699951,1401.02002,4788802000,1401.02002
2007-12-31,1475.25,1475.829956,1411.189941,1411.630005,3372257500,1411.630005
2007-12-24,1484.550049,1498.849976,1471.699951,1478.48999,2016050000,1478.48999
2007-12-17,1465.050049,1485.400024,1435.650024,1484.459961,3745900000,1484.459961
2007-12-10,1505.109985,1523.569946,1467.780029,1467.949951,3702056000,1467.949951
2007-12-03,1479.630005,1510.630005,1460.660034,1504.660034,3415362000,1504.660034
2007-11-26,1440.73999,1488.939941,1406.099976,1481.140015,4096428000,1481.140015
2007-11-19,1456.699951,1456.699951,1415.640015,1440.699951,3670937500,1440.699951
2007-11-12,1453.660034,1492.140015,1438.530029,1458.73999,4095036000,1458.73999
2007-11-05,1505.609985,1520.77002,1448.51001,1453.699951,4415684000,1453.699951
2007-10-29,1536.920044,1552.76001,1492.530029,1509.650024,3763506000,1509.650024
2007-10-22,1497.790039,1535.530029,1489.560059,1535.280029,3716066000,1535.280029
2007-10-15,1562.25,1564.73999,1500.26001,1500.630005,3475220000,1500.630005
2007-10-08,1556.51001,1576.089966,1546.719971,1561.800049,2943480000,1561.800049
2007-10-01,1527.290039,1561.910034,1527.25,1557.589966,3011736000,1557.589966
2007-09-24,1525.75,1533.73999,1507.130005,1526.75,3070800000,1526.75
2007-09-17,1484.23999,1538.73999,1471.819946,1525.75,3358248000,1525.75
2007-09-10,1453.50,1489.579956,1439.290039,1484.25,2851118000,1484.25
2007-09-04,1473.959961,1496.400024,1449.069946,1453.550049,2852217500,1453.550049
2007-08-27,1479.359985,1481.469971,1432.01001,1473.98999,2724582000,1473.98999
2007-08-20,1445.939941,1479.400024,1430.540039,1479.369995,3053680000,1479.369995
2007-08-13,1453.420044,1466.290039,1370.599976,1445.939941,4376236000,1445.939941
2007-08-06,1433.040039,1503.890015,1427.390015,1453.640015,5342306000,1453.640015
2007-07-30,1458.930054,1488.300049,1432.800049,1433.060059,4510208000,1433.060059
2007-07-23,1534.060059,1547.22998,1458.949951,1458.949951,4151786000,1458.949951
2007-07-16,1552.50,1555.900024,1529.199951,1534.099976,3263540000,1534.099976
2007-07-09,1530.430054,1555.099976,1506.099976,1552.50,3066650000,1552.50
2007-07-02,1504.660034,1532.400024,1504.660034,1530.439941,2318562500,1530.439941
2007-06-25,1502.560059,1517.530029,1484.180054,1503.349976,3251210000,1503.349976
2007-06-18,1532.900024,1537.319946,1500.73999,1502.560059,3217232000,1502.560059
2007-06-11,1507.640015,1538.709961,1492.650024,1532.910034,2975814000,1532.910034
2007-06-04,1536.280029,1540.530029,1487.410034,1507.670044,3034900000,1507.670044
2007-05-29,1515.550049,1540.560059,1510.060059,1536.339966,2953637500,1536.339966
2007-05-21,1522.75,1532.430054,1505.180054,1515.72998,3018380000,1515.72998
2007-05-14,1505.76001,1522.75,1498.339966,1522.75,2918038000,1522.75
2007-05-07,1505.569946,1513.800049,1491.420044,1505.849976,2805676000,1505.849976
2007-04-30,1494.069946,1510.339966,1476.699951,1505.619995,3090694000,1505.619995
2007-04-23,1484.329956,1498.02002,1473.73999,1494.069946,2978394000,1494.069946
2007-04-16,1452.839966,1484.73999,1452.839966,1484.349976,3001118000,1484.349976
2007-04-09,1443.77002,1453.109985,1433.910034,1452.849976,2654060000,1452.849976
2007-04-02,1420.829956,1444.880005,1416.369995,1443.76001,2692797500,1443.76001
2007-03-26,1436.109985,1437.650024,1408.900024,1420.859985,2837362000,1420.859985
2007-03-19,1386.949951,1438.890015,1386.949951,1436.109985,2901376000,1436.109985
2007-03-12,1402.800049,1409.339966,1363.97998,1386.949951,3224692000,1386.949951
2007-03-05,1387.109985,1410.150024,1373.969971,1402.839966,3123586000,1402.839966
2007-02-26,1451.040039,1456.949951,1380.869995,1387.170044,3599964000,1387.170044
2007-02-20,1455.530029,1461.569946,1448.359985,1451.189941,2368890000,1451.189941
2007-02-12,1438.00,1457.969971,1431.439941,1455.540039,2527498000,1455.540039
2007-02-05,1448.329956,1452.98999,1433.439941,1438.060059,2686990000,1438.060059
2007-01-29,1422.030029,1449.329956,1418.459961,1448.390015,2779552000,1448.390015
2007-01-22,1430.469971,1440.689941,1416.959961,1422.180054,2783864000,1422.180054
2007-01-16,1430.72998,1435.27002,1424.209961,1430.50,2722427500,1430.50
2007-01-08,1409.26001,1431.22998,1403.969971,1430.72998,2822146000,1430.72998
2007-01-03,1418.030029,1429.420044,1405.75,1409.709961,3117673300,1409.709961
